12036;12.03555458;702717.78639400005340576;713290.71533000003546476;7754715.97233999986201525;7760466.42865999974310398;5750.45632;-10572.928936;77949112958.5;12035.5545852;0;
16656;16.65628084;729979.20891799998935312;746530.78687900002114475;7823695.36894000042229891;7825560.02938000019639730;1864.66044;-16551.577961;1.28133340489e+11;16656.280844;1;
24406;24.40576303;726780.16443799994885921;750981.63137199997436255;7832049.39541999995708466;7828898.16275000013411045;-3151.23267;-24201.466934;1.91837337867e+11;24405.7630304;1;
7008;7.00798090;727569.05923799995798618;733873.69784999999683350;7842807.05178999993950129;7839747.09619999956339598;-3059.95559;-6304.638612;51672393175.1;7007.98089614;3;
6122;6.12171103;718504.37545699998736382;723859.29773899994324893;7851152.38520999997854233;7854118.89046000037342310;2966.50525;-5354.922282;39910863845.0;6121.71103896;2;
6675;6.67540431;718504.37545699998736382;725156.73629499995149672;7861166.78531999979168177;7861720.96762000024318695;554.1823;-6652.360838;51897135656.3;6675.40431289;2;
9774;9.77418432;720242.98658799997065216;729979.20891799998935312;7866565.17288000043481588;7867425.78538999985903502;860.612509999;-9736.22233;75970777372.1;9774.18432155;2;
9400;9.39972821;720892.79249799996614456;727197.43110899999737740;8034488.92891000024974346;8027517.09827999956905842;-6971.83063;-6304.638611;55680491572.5;9399.72820611;4;
13953;13.95278372;703454.52286000002641231;715329.23688099998980761;8046155.00958999991416931;8038828.93694000039249659;-7326.07265;-11874.714021;1.00699348648e+11;13952.7837206;2;
16923;16.92320609;687278.91955700004473329;704202.12564700003713369;8069104.67650999967008829;8069104.67650999967008829;0.0;-16923.20609;1.36555121402e+11;16923.20609;1;
14862;14.86226791;650142.18581199995242059;662799.27484099997673184;8100398.59023000020533800;8108188.65471999999135733;7790.06449;-12657.089029;97462816571.8;14862.2679106;2;
10843;10.84250775;642770.47461999999359250;651904.70284599997103214;8102346.92133000027388334;8108188.65471999999135733;5841.73339;-9134.228226;70253792202.0;10842.5077489;0;
11871;11.87068580;662812.31442499998956919;672674.58606200001668185;8254371.07856000028550625;8260977.80085999984294176;6606.7223;-9862.271637;77027832870.9;11870.6858012;0;
10648;10.64822164;659322.05258100002538413;668525.82525200000964105;8255622.87858000025153160;8260977.80085999984294176;5354.92228;-9203.772671;72452257882.9;10648.2216358;0;
24521;24.52149367;633173.34117999998852611;654175.76363499998115003;8246025.74514000024646521;8258682.83416999969631433;12657.08903;-21002.422455;1.65172384923e+11;24521.4936676;3;
53673;53.67335576;623854.38552200002595782;650003.09692200005520135;8193867.41122999973595142;8240740.36730000004172325;46872.95607;-26148.7114;1.85017174979e+11;53673.3557608;3;
8592;8.59207804;631226.09671399998478591;636142.01968499994836748;8232812.30054999981075525;8239859.10878000035881996;7046.80823;-4915.922971;36023741850.9;8592.07803079;2;
12769;12.76859132;616297.94689599995035678;623854.38552200002595782;8237958.58949000015854836;8248251.16738000046461821;10292.57789;-7556.438626;55906333863.1;12768.5913213;2;
19521;19.52145234;626942.59354200004599988;614148.58888599998317659;8220612.68357000034302473;8235357.19259000010788441;14744.50902;12794.004656;-1.14418517674e+11;19521.4523378;0;
14288;14.28829511;573921.47385800001211464;586161.29621599998790771;8198735.52238999959081411;8206107.23359000030905008;7371.7112;-12239.822358;96120282997.5;14288.2951177;2;
45990;45.99018588;550554.54026599996723235;591863.94072299997787923;8197019.73053000029176474;8217234.34482000023126602;20214.61429;-41309.400457;3.27484722925e+11;45990.1858771;0;
35902;35.90245034;504098.85086399997817352;522180.40661900001578033;8246999.36737000010907650;8278016.18993999995291233;31016.82257;-18081.555755;1.33483034258e+11;35902.4503462;0;
7785;7.78514589;518146.82879699999466538;523014.93996200000401586;8250242.96375999972224236;8256318.32302999962121248;6075.35927;-4868.111165;37015171746.3;7785.14589294;0;
17200;17.20027675;495012.43444400001317263;504098.85086399997817352;8264802.74535000044852495;8279407.07883999962359667;14604.33349;-9086.41642;67868112699.1;17200.2767433;0;
27849;27.84928827;489355.42847799998708069;505722.27900600002612919;8254371.07856000028550625;8276903.47881000023335218;22532.40025;-16366.850528;1.24071705266e+11;27849.2882716;4;
8735;8.73495950;493528.09519099997123703;498813.47302699997089803;8245608.47847000043839216;8252562.92298999987542629;6954.44452;-5285.377836;40148942539.4;8734.95949911;0;
11354;11.35428881;485182.76176500000292435;491024.49516300001414493;8235872.25614000018686056;8245608.47847000043839216;9736.22233;-5841.733398;43387922781.1;11354.2888087;1;
8753;8.75303193;478923.76169600000139326;483096.42840899998554960;8242548.52288000006228685;8250242.96375999972224236;7694.44088;-4172.666713;30708357281.3;8753.0319292;2;
8375;8.37541514;471412.96161300002131611;476281.07277799997245893;8233646.83389000035822392;8240462.18951999954879284;6815.35563;-4868.111165;36869461098.7;8375.41513468;2;
7442;7.44233656;455000.47254300001077354;456438.08662100002402440;8201284.76095999963581562;8208586.92771000042557716;7302.16675;-1437.614078;8467793108.21;7442.33656066;3;
14465;14.46524460;412300.18318100000033155;412300.18318100000033155;7881195.58554999995976686;7895660.83014999981969595;14465.2446;0.0;-5964022998.34;14465.2446;1;
11293;11.29315342;471552.05050299997674301;480592.82838100002845749;7752860.00495999958366156;7746092.46114000026136637;-6767.54382;-9040.777878;73283134389.3;11293.1534124;0;
15956;15.95620521;467657.56157199997687712;483143.15358300000661984;7740111.63884999975562096;7736264.96172000002115965;-3846.67713;-15485.592011;1.21659138606e+11;15956.2052153;1;
10920;10.92006318;517972.96768399997381493;525720.65353300003334880;7736264.96172000002115965;7743960.48924000002443790;7695.52752;-7747.685849;55952075340.6;10920.0631787;0;
4006;4.00630533;512073.64279200002783909;515365.05098800000268966;7731755.43910000007599592;7734039.53947000019252300;2284.10037;-3291.408196;24278735624.8;4006.30533196;0;
4586;4.58554823;513278.71763199998531491;517451.38434500002767891;7728382.53351000044494867;7730284.13943000044673681;1901.60592;-4172.666713;31271910694.8;4585.54823034;0;
2867;2.86739093;514808.69542599999113008;517451.38434500002767891;7725833.29494000039994717;7726946.00605999957770109;1112.71112;-2642.688919;19844140678.5;2867.39093239;5;
3644;3.64445407;514808.69542599999113008;517972.96768399997381493;7721243.36154999956488609;7723051.51712999958544970;1808.15558;-3164.272258;23501261951.0;3644.45407767;3;
4795;4.79453346;515782.31765899999300018;520163.61770800000522286;7713454.38368999958038330;7715401.62815999984741211;1947.24447;-4381.300049;32790603803.4;4794.53346482;3;
5703;5.70264451;475585.62832600000547245;481288.27283299999544397;7672214.52768000029027462;7672214.52768000029027462;0.0;-5702.644507;43751912032.8;5702.644507;2;
5980;5.97960918;465014.87265299999853596;468283.46157799998763949;7678960.33885999955236912;7673953.13881000038236380;-5007.20005;-3268.588925;27427787212.7;5979.6091763;0;
11044;11.04421845;465014.87265299999853596;471552.05050299997674301;7683411.18336000014096498;7674509.49437000043690205;-8901.68899;-6537.17785;54367243172.4;11044.2184476;0;
8639;8.63870300;454096.39475500001572073;458199.51702199998544529;7687953.30494000017642975;7680351.22776999976485968;-7602.07717;-4103.122267;34996688228.7;8638.70300662;0;
32863;32.86335289;434137.13897799997357652;466452.48673200001940131;7611084.96033999975770712;7605108.48457999993115664;-5976.47576;-32315.347754;2.48549467366e+11;32863.3528869;2;
11507;11.50654584;468492.09491400001570582;473499.29496899998048320;7602183.27135000005364418;7591823.32227999996393919;-10359.94907;-5007.200055;42919206737.4;11506.5458381;2;
7382;7.38220100;468492.09491400001570582;473499.29496899998048320;7623046.60491000022739172;7617622.13819000031799078;-5424.46672;-5007.200055;40711439156.8;7382.20099883;2;
